,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.569,0.026,0.521,0.619,0.001,0.0,1718.0,1451.0,1.0
flux,9.552,0.246,9.143,10.02,0.009,0.006,765.0,784.0,1.0
n,2.982,0.516,2.068,3.949,0.018,0.012,873.0,1018.0,1.0
r_eff,1.939,0.07,1.809,2.062,0.002,0.002,1070.0,961.0,1.0
sky_back,0.001,0.0,0.001,0.001,0.0,0.0,929.0,1168.0,1.0
theta,0.544,0.031,0.489,0.599,0.001,0.001,1257.0,1320.0,1.0
xc,16.968,0.021,16.93,17.006,0.0,0.0,1828.0,1199.0,1.0
yc,16.562,0.019,16.524,16.596,0.0,0.0,1807.0,1284.0,1.0
