,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.121,0.01,0.102,0.139,0.0,0.0,1450.0,1352.0,1.0
flux,132.278,2.879,127.104,137.516,0.128,0.09,507.0,735.0,1.0
n,1.698,0.046,1.619,1.79,0.002,0.001,569.0,899.0,1.0
r_eff,6.618,0.16,6.335,6.929,0.007,0.005,495.0,750.0,1.0
sky_back,0.006,0.003,0.001,0.011,0.0,0.0,512.0,726.0,1.0
theta,0.758,0.032,0.701,0.818,0.001,0.001,1519.0,1326.0,1.0
xc,15.198,0.016,15.169,15.23,0.0,0.0,1578.0,1502.0,1.0
yc,15.912,0.02,15.877,15.951,0.001,0.0,1362.0,1350.0,1.0
