,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.603,0.001,0.601,0.604,0.0,0.0,1358.0,1317.0,1.0
f_ps,0.0,0.0,0.0,0.0,0.0,0.0,1335.0,915.0,1.0
flux,30.775,0.032,30.713,30.831,0.001,0.001,1509.0,1323.0,1.0
n,0.65,0.0,0.65,0.65,0.0,0.0,951.0,730.0,1.0
r_eff,5.604,0.006,5.592,5.615,0.0,0.0,2182.0,1614.0,1.0
sky_back,0.002,0.0,0.002,0.002,0.0,0.0,1611.0,1616.0,1.0
theta,3.191,0.001,3.189,3.193,0.0,0.0,2260.0,1390.0,1.0
xc,13.187,0.006,13.177,13.199,0.0,0.0,1253.0,1202.0,1.0
yc,15.295,0.003,15.289,15.299,0.0,0.0,2026.0,1115.0,1.0
