,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.296,0.007,0.283,0.309,0.0,0.0,1582.0,1182.0,1.0
flux,36.758,0.508,35.77,37.671,0.018,0.013,814.0,1044.0,1.0
n,2.613,0.064,2.501,2.736,0.002,0.001,1048.0,908.0,1.0
r_eff,5.717,0.114,5.521,5.948,0.004,0.003,795.0,939.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,873.0,1146.0,1.0
theta,2.836,0.015,2.808,2.864,0.0,0.0,1999.0,1347.0,1.0
xc,14.585,0.015,14.556,14.613,0.0,0.0,1878.0,1147.0,1.0
yc,14.843,0.013,14.819,14.867,0.0,0.0,1750.0,1074.0,1.0
