,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.608,0.003,0.602,0.614,0.0,0.0,1413.0,1435.0,1.0
flux,23.702,0.068,23.582,23.834,0.002,0.001,1054.0,1081.0,1.0
n,0.652,0.002,0.65,0.655,0.0,0.0,1878.0,1149.0,1.0
r_eff,4.337,0.016,4.307,4.367,0.0,0.0,1339.0,1742.0,1.0
sky_back,0.002,0.0,0.002,0.002,0.0,0.0,911.0,1131.0,1.0
theta,0.495,0.004,0.488,0.501,0.0,0.0,3426.0,1375.0,1.0
xc,15.295,0.011,15.274,15.316,0.0,0.0,1776.0,1215.0,1.0
yc,15.275,0.009,15.259,15.291,0.0,0.0,1805.0,1479.0,1.0
