,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.531,0.002,0.528,0.535,0.0,0.0,1499.0,1270.0,1.0
f_ps,0.18,0.003,0.173,0.186,0.0,0.0,1387.0,1198.0,1.0
flux,204.484,2.124,200.4,208.316,0.056,0.04,1423.0,1236.0,1.0
n,1.104,0.026,1.055,1.152,0.001,0.0,1436.0,1127.0,1.0
r_eff,9.673,0.099,9.478,9.857,0.002,0.002,1559.0,1356.0,1.0
sky_back,-0.033,0.002,-0.038,-0.029,0.0,0.0,1403.0,1285.0,1.0
theta,3.807,0.002,3.802,3.811,0.0,0.0,3268.0,1164.0,1.0
xc,15.596,0.007,15.584,15.609,0.0,0.0,1799.0,1234.0,1.0
yc,16.05,0.006,16.04,16.061,0.0,0.0,1552.0,1300.0,1.0
