,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.544,0.005,0.535,0.553,0.0,0.0,1611.0,1202.0,1.0
flux,54.817,0.473,53.96,55.71,0.02,0.014,581.0,748.0,1.0
n,1.731,0.041,1.649,1.803,0.002,0.001,725.0,1158.0,1.0
r_eff,5.166,0.055,5.071,5.275,0.002,0.002,637.0,1036.0,1.0
sky_back,0.007,0.0,0.006,0.008,0.0,0.0,576.0,971.0,1.0
theta,1.21,0.006,1.199,1.221,0.0,0.0,1939.0,1215.0,1.0
xc,16.032,0.01,16.013,16.049,0.0,0.0,1711.0,1638.0,1.0
yc,14.923,0.013,14.897,14.945,0.0,0.0,1817.0,1202.0,1.0
