,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.392,0.017,0.36,0.423,0.0,0.0,1777.0,1395.0,1.0
f_ps,0.15,0.023,0.111,0.192,0.001,0.001,482.0,836.0,1.0
flux,10.172,0.434,9.464,10.93,0.023,0.016,354.0,964.0,1.01
n,0.768,0.074,0.651,0.893,0.004,0.003,266.0,285.0,1.01
r_eff,4.325,0.139,4.056,4.576,0.005,0.003,939.0,1251.0,1.0
sky_back,0.0,0.0,0.0,0.001,0.0,0.0,1695.0,1683.0,1.0
theta,3.131,0.025,3.083,3.177,0.001,0.0,1523.0,1226.0,1.0
xc,16.014,0.033,15.952,16.076,0.001,0.001,1713.0,1233.0,1.0
yc,16.478,0.027,16.426,16.527,0.001,0.001,1434.0,1122.0,1.0
