,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.527,0.006,0.516,0.54,0.0,0.0,1572.0,1377.0,1.0
flux,28.048,0.073,27.899,28.171,0.002,0.001,1727.0,1506.0,1.0
n,1.115,0.036,1.045,1.18,0.001,0.001,1396.0,1385.0,1.0
r_eff,2.151,0.017,2.12,2.18,0.0,0.0,1329.0,1612.0,1.0
sky_back,0.002,0.0,0.001,0.002,0.0,0.0,1748.0,1626.0,1.0
theta,2.243,0.007,2.231,2.257,0.0,0.0,2505.0,1321.0,1.0
xc,15.956,0.006,15.945,15.968,0.0,0.0,2570.0,1506.0,1.0
yc,16.448,0.007,16.436,16.461,0.0,0.0,2135.0,1685.0,1.0
