,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.571,0.019,0.534,0.604,0.0,0.0,1818.0,1530.0,1.0
flux,15.98,0.35,15.406,16.668,0.015,0.01,644.0,719.0,1.0
n,4.892,0.527,3.95,5.899,0.019,0.014,832.0,886.0,1.0
r_eff,1.688,0.058,1.586,1.802,0.002,0.002,796.0,943.0,1.0
sky_back,-0.001,0.0,-0.001,-0.0,0.0,0.0,1026.0,1581.0,1.0
theta,0.665,0.02,0.627,0.704,0.001,0.0,1605.0,1378.0,1.0
xc,16.026,0.013,16.0,16.047,0.0,0.0,2247.0,1398.0,1.0
yc,16.482,0.012,16.46,16.504,0.0,0.0,1740.0,1356.0,1.0
