,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.659,0.001,0.658,0.66,0.0,0.0,1464.0,1163.0,1.0
flux,58.166,0.039,58.098,58.24,0.001,0.001,857.0,1079.0,1.0
n,0.65,0.0,0.65,0.65,0.0,0.0,731.0,517.0,1.0
r_eff,6.256,0.004,6.249,6.264,0.0,0.0,1735.0,1745.0,1.0
sky_back,0.005,0.0,0.005,0.005,0.0,0.0,673.0,810.0,1.0
theta,1.685,0.001,1.684,1.686,0.0,0.0,1582.0,1241.0,1.0
xc,15.213,0.002,15.209,15.216,0.0,0.0,2565.0,1387.0,1.0
yc,14.847,0.004,14.839,14.854,0.0,0.0,1161.0,1211.0,1.0
