,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.697,0.049,0.607,0.786,0.001,0.001,1553.0,900.0,1.0
f_ps,0.693,0.032,0.64,0.753,0.001,0.001,1010.0,679.0,1.0
flux,5.816,0.16,5.509,6.111,0.004,0.003,1403.0,1246.0,1.0
n,0.926,0.321,0.65,1.362,0.013,0.01,875.0,778.0,1.0
r_eff,6.884,0.827,5.443,8.554,0.022,0.016,1409.0,702.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,1742.0,1594.0,1.0
theta,4.163,0.047,4.074,4.248,0.001,0.001,1852.0,1218.0,1.0
xc,15.937,0.028,15.886,15.994,0.001,0.0,2134.0,1271.0,1.0
yc,16.069,0.028,16.018,16.121,0.001,0.0,1950.0,1333.0,1.0
