,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.736,0.124,0.512,0.9,0.003,0.002,1374.0,737.0,1.0
flux,3.33,0.141,3.027,3.499,0.005,0.004,831.0,1099.0,1.0
n,0.889,0.172,0.651,1.191,0.005,0.004,792.0,1030.0,1.0
r_eff,0.534,0.03,0.5,0.594,0.001,0.0,1281.0,780.0,1.0
sky_back,-0.0,0.0,-0.0,-0.0,0.0,0.0,2114.0,1164.0,1.0
theta,1.599,0.22,1.2,2.011,0.006,0.004,1600.0,888.0,1.0
xc,15.668,0.024,15.621,15.709,0.0,0.0,2254.0,1475.0,1.0
yc,15.592,0.025,15.544,15.636,0.001,0.0,1750.0,1261.0,1.0
