,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.74,0.076,0.618,0.897,0.002,0.002,1001.0,725.0,1.0
flux,3.989,0.388,3.255,4.694,0.016,0.012,635.0,604.0,1.0
n,5.811,1.432,3.377,7.989,0.043,0.031,1034.0,766.0,1.0
r_eff,3.198,0.693,1.999,4.452,0.029,0.021,654.0,654.0,1.0
sky_back,0.0,0.0,0.0,0.001,0.0,0.0,841.0,747.0,1.0
theta,0.77,0.086,0.619,0.943,0.002,0.002,1589.0,1278.0,1.0
xc,15.88,0.09,15.705,16.042,0.002,0.002,1688.0,1300.0,1.0
yc,15.708,0.093,15.522,15.873,0.002,0.002,1561.0,1416.0,1.0
