,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.768,0.077,0.643,0.9,0.002,0.002,1029.0,680.0,1.0
flux,9.458,0.131,9.198,9.686,0.004,0.003,859.0,956.0,1.0
n,7.717,0.286,7.187,8.0,0.009,0.007,1111.0,977.0,1.0
r_eff,0.626,0.048,0.536,0.719,0.002,0.001,942.0,604.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,1252.0,1393.0,1.0
theta,1.112,0.049,1.019,1.206,0.001,0.001,1786.0,974.0,1.0
xc,15.915,0.016,15.884,15.943,0.0,0.0,1707.0,1655.0,1.0
yc,15.999,0.017,15.968,16.03,0.0,0.0,2185.0,1300.0,1.0
