,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.731,0.06,0.625,0.85,0.002,0.001,1115.0,684.0,1.0
flux,12.844,0.184,12.51,13.191,0.005,0.004,1311.0,861.0,1.0
n,2.099,0.52,1.157,3.013,0.02,0.016,907.0,555.0,1.0
r_eff,1.542,0.113,1.318,1.74,0.004,0.003,1025.0,1217.0,1.0
sky_back,0.001,0.0,0.0,0.001,0.0,0.0,1578.0,1383.0,1.0
theta,1.623,0.037,1.556,1.695,0.001,0.001,1693.0,1515.0,1.0
xc,15.933,0.024,15.891,15.98,0.0,0.0,2330.0,1670.0,1.0
yc,15.904,0.033,15.84,15.964,0.001,0.001,1964.0,1455.0,1.0
