,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.565,0.022,0.524,0.605,0.001,0.001,541.0,418.0,1.0
flux,9.991,0.176,9.703,10.341,0.015,0.011,211.0,68.0,1.02
n,0.685,0.028,0.65,0.736,0.002,0.002,197.0,72.0,1.02
r_eff,2.506,0.053,2.404,2.596,0.003,0.002,427.0,581.0,1.01
sky_back,0.001,0.0,0.001,0.001,0.0,0.0,412.0,319.0,1.01
theta,1.659,0.021,1.622,1.699,0.001,0.0,867.0,1105.0,1.0
xc,16.112,0.022,16.072,16.156,0.001,0.0,1134.0,1111.0,1.0
yc,15.174,0.033,15.112,15.236,0.001,0.001,915.0,805.0,1.0
