,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.275,0.004,0.267,0.283,0.0,0.0,1522.0,1159.0,1.0
flux,107.153,0.686,105.847,108.383,0.027,0.019,660.0,897.0,1.0
n,2.104,0.038,2.028,2.172,0.001,0.001,798.0,1162.0,1.0
r_eff,3.862,0.035,3.793,3.925,0.001,0.001,710.0,1118.0,1.0
sky_back,-0.0,0.001,-0.001,0.001,0.0,0.0,701.0,794.0,1.0
theta,0.996,0.008,0.979,1.011,0.0,0.0,1716.0,1282.0,1.0
xc,15.979,0.006,15.967,15.991,0.0,0.0,1947.0,1144.0,1.0
yc,15.678,0.007,15.666,15.692,0.0,0.0,1685.0,1221.0,1.0
