,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.721,0.018,0.689,0.755,0.0,0.0,2112.0,1507.0,1.0
flux,6.769,0.139,6.498,7.011,0.004,0.003,1211.0,1166.0,1.0
n,2.669,0.257,2.228,3.155,0.006,0.005,1623.0,1581.0,1.0
r_eff,3.38,0.111,3.166,3.581,0.003,0.002,1270.0,1277.0,1.0
sky_back,0.001,0.0,0.0,0.001,0.0,0.0,1432.0,1779.0,1.0
theta,0.172,0.016,0.145,0.203,0.0,0.0,2012.0,1255.0,1.0
xc,15.269,0.033,15.209,15.333,0.001,0.0,2577.0,1528.0,1.0
yc,15.888,0.023,15.846,15.929,0.0,0.0,2562.0,1605.0,1.0
