,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.244,0.03,0.185,0.297,0.001,0.001,1407.0,1020.0,1.0
flux,2.927,0.139,2.647,3.066,0.01,0.007,266.0,806.0,1.01
n,0.936,0.236,0.651,1.382,0.013,0.009,235.0,674.0,1.01
r_eff,1.328,0.058,1.212,1.425,0.002,0.002,805.0,696.0,1.0
sky_back,0.0,0.0,0.0,0.0,0.0,0.0,1394.0,1258.0,1.0
theta,0.616,0.071,0.477,0.748,0.002,0.001,1576.0,1339.0,1.0
xc,16.127,0.014,16.103,16.155,0.0,0.0,2182.0,1591.0,1.0
yc,15.369,0.013,15.343,15.392,0.0,0.0,1923.0,1241.0,1.0
