,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.515,0.016,0.485,0.543,0.0,0.0,2065.0,1114.0,1.0
f_ps,0.439,0.033,0.378,0.496,0.002,0.002,191.0,723.0,1.01
flux,15.13,0.426,14.469,15.801,0.035,0.025,154.0,323.0,1.01
n,0.787,0.103,0.65,0.97,0.008,0.006,112.0,102.0,1.01
r_eff,3.492,0.136,3.219,3.721,0.004,0.003,1206.0,713.0,1.0
sky_back,-0.0,0.0,-0.0,0.0,0.0,0.0,1771.0,1423.0,1.0
theta,3.895,0.02,3.857,3.932,0.0,0.0,2105.0,997.0,1.0
xc,15.934,0.013,15.911,15.96,0.0,0.0,2112.0,1281.0,1.0
yc,16.568,0.013,16.543,16.592,0.0,0.0,2025.0,1161.0,1.0
