,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.506,0.001,0.504,0.508,0.0,0.0,1294.0,1008.0,1.0
f_ps,0.19,0.002,0.185,0.194,0.0,0.0,1726.0,1427.0,1.0
flux,70.754,0.611,69.632,71.938,0.014,0.01,1813.0,1359.0,1.0
n,1.4,0.018,1.368,1.435,0.0,0.0,1765.0,1397.0,1.0
r_eff,9.783,0.091,9.612,9.951,0.002,0.002,1732.0,1318.0,1.0
sky_back,-0.015,0.001,-0.016,-0.014,0.0,0.0,1810.0,1399.0,1.0
theta,4.098,0.001,4.096,4.1,0.0,0.0,2634.0,1476.0,1.0
xc,15.03,0.002,15.026,15.034,0.0,0.0,1715.0,1134.0,1.0
yc,16.325,0.002,16.321,16.33,0.0,0.0,1560.0,979.0,1.0
