,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.511,0.165,0.216,0.832,0.005,0.004,1259.0,806.0,1.0
f_ps,0.399,0.187,0.066,0.706,0.006,0.005,844.0,964.0,1.01
flux,2.804,0.101,2.613,2.988,0.003,0.002,1060.0,661.0,1.01
n,1.766,1.209,0.651,3.922,0.044,0.032,804.0,664.0,1.0
r_eff,1.661,0.646,0.705,2.832,0.021,0.015,876.0,926.0,1.01
sky_back,-0.0,0.0,-0.0,0.0,0.0,0.0,1603.0,1606.0,1.0
theta,3.207,0.216,2.807,3.579,0.006,0.004,1465.0,987.0,1.0
xc,16.107,0.047,16.019,16.198,0.001,0.001,1681.0,1083.0,1.0
yc,15.607,0.047,15.516,15.689,0.001,0.001,1728.0,1367.0,1.0
