,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.46,0.255,0.028,0.858,0.005,0.004,2126.0,948.0,1.0
f_ps,0.856,0.13,0.631,1.0,0.004,0.003,676.0,581.0,1.0
flux,1.058,0.063,0.958,1.189,0.002,0.002,937.0,793.0,1.01
n,4.533,2.176,1.129,7.992,0.053,0.038,1494.0,978.0,1.0
r_eff,3.869,2.694,0.504,8.723,0.079,0.056,852.0,772.0,1.0
sky_back,0.0,0.0,-0.0,0.0,0.0,0.0,1776.0,1322.0,1.0
theta,3.09,1.806,0.082,5.903,0.048,0.035,1445.0,1145.0,1.0
xc,16.37,0.086,16.213,16.547,0.002,0.001,1817.0,1299.0,1.0
yc,15.436,0.093,15.262,15.611,0.002,0.002,1797.0,1382.0,1.0
