,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.74,0.002,0.735,0.744,0.0,0.0,1674.0,1393.0,1.0
flux,14.69,0.077,14.544,14.832,0.003,0.002,601.0,895.0,1.0
n,0.859,0.011,0.838,0.879,0.0,0.0,683.0,1093.0,1.0
r_eff,4.985,0.018,4.953,5.017,0.001,0.0,914.0,1089.0,1.0
sky_back,0.001,0.0,0.001,0.001,0.0,0.0,930.0,1014.0,1.0
theta,1.385,0.002,1.381,1.388,0.0,0.0,2945.0,1395.0,1.0
xc,14.869,0.005,14.858,14.878,0.0,0.0,2135.0,1480.0,1.0
yc,16.229,0.01,16.209,16.245,0.0,0.0,1682.0,1268.0,1.0
