,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.669,0.002,0.666,0.672,0.0,0.0,1334.0,1320.0,1.0
flux,19.288,0.041,19.211,19.363,0.001,0.001,829.0,1171.0,1.01
n,0.932,0.007,0.92,0.944,0.0,0.0,975.0,1316.0,1.0
r_eff,4.949,0.01,4.931,4.969,0.0,0.0,1345.0,1516.0,1.01
sky_back,0.001,0.0,0.001,0.001,0.0,0.0,860.0,1206.0,1.0
theta,1.403,0.001,1.4,1.405,0.0,0.0,3000.0,1419.0,1.0
xc,14.653,0.003,14.646,14.659,0.0,0.0,2064.0,1496.0,1.0
yc,15.969,0.006,15.958,15.979,0.0,0.0,1447.0,1373.0,1.0
