,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.352,0.029,0.298,0.408,0.001,0.001,1207.0,1030.0,1.0
flux,4.445,0.164,4.184,4.761,0.008,0.006,489.0,479.0,1.0
n,0.7,0.044,0.65,0.778,0.002,0.002,429.0,493.0,1.0
r_eff,3.331,0.115,3.115,3.543,0.005,0.004,542.0,562.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,1329.0,1364.0,1.0
theta,0.452,1.006,0.004,3.129,0.028,0.02,1293.0,1479.0,1.0
xc,16.36,0.059,16.249,16.471,0.001,0.001,1810.0,1249.0,1.0
yc,16.188,0.046,16.101,16.273,0.001,0.001,1552.0,1320.0,1.0
