,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.575,0.002,0.571,0.58,0.0,0.0,1668.0,1176.0,1.0
f_ps,0.0,0.0,0.0,0.001,0.0,0.0,1181.0,674.0,1.0
flux,43.145,0.124,42.916,43.38,0.003,0.002,1268.0,1147.0,1.0
n,0.651,0.001,0.65,0.654,0.0,0.0,705.0,615.0,1.0
r_eff,5.553,0.019,5.519,5.587,0.0,0.0,1527.0,1428.0,1.0
sky_back,-0.0,0.0,-0.0,0.0,0.0,0.0,1591.0,1603.0,1.0
theta,2.524,0.003,2.519,2.529,0.0,0.0,2816.0,1224.0,1.0
xc,15.868,0.012,15.845,15.891,0.0,0.0,1412.0,1399.0,1.0
yc,16.1,0.01,16.082,16.118,0.0,0.0,1284.0,1103.0,1.0
